Species Name,Scientific Name,Current Population,Population Decline Rate (%),Habitat Loss (%),Climate Threat Level (1-10),Poaching Threat Level (1-10),Conservation Efforts,Protected Area Coverage (%),Extinction Probability (0-100%)
Javan Rhino,Podiceps gallardoi,1086,25.18,49.7,1,5,High,72.7,31.89
Axolotl,Gorilla beringei beringei,3207,24.99,79.14,9,2,High,40.42,51.35
Hooded Grebe,Pseudoryx nghetinhensis,1192,9.25,24.87,5,5,High,36.35,22.39
Hooded Grebe,Rhinoceros sondaicus,804,10.92,58.34,7,2,High,52.97,44.45
Yangtze Giant Softshell Turtle,Nomascus hainanus,1634,28.97,79.62,3,6,High,33.18,64.9
Mountain Gorilla,Ambystoma mexicanum,4281,16.1,44.52,5,8,Medium,45.24,93.54
Saola,Ambystoma mexicanum,301,17.99,48.94,4,2,High,76.67,98.24
Yangtze Giant Softshell Turtle,Nomascus hainanus,500,12.75,16.56,7,6,Medium,20.2,53.45
Mountain Gorilla,Pseudoryx nghetinhensis,2818,17.03,13.37,5,6,High,39.42,53.83
Hooded Grebe,Panthera pardus orientalis,3438,23.58,47.5,2,1,High,6.15,32.67
Hainan Gibbon,Pseudoryx nghetinhensis,643,17.06,77.48,3,9,Low,68.17,59.37
Pangolin,Pseudoryx nghetinhensis,3509,12.87,84.51,8,8,High,11.9,94.27
Mountain Gorilla,Gorilla beringei beringei,2182,7.4,62.69,3,4,Low,12.11,33.07
Pangolin,Pholidota,3396,28.21,76.11,7,7,Low,71.21,41.05
Amur Leopard,Rhinoceros sondaicus,3917,26.79,68.79,5,4,Low,35.7,90.41
Axolotl,Ambystoma mexicanum,4709,24.78,66.12,7,8,Medium,56.55,69.49
Hooded Grebe,Phocoena sinus,3478,22.35,71.52,9,2,Low,69.34,46.11
Saola,Podiceps gallardoi,500,17.89,50.42,7,2,Low,33.09,84.21
Javan Rhino,Pseudoryx nghetinhensis,4670,27.43,46.64,6,3,Low,24.62,28.61
Saola,Nomascus hainanus,4273,24.79,22.73,1,4,High,17.71,87.81
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,768,25.4,77.51,4,6,Medium,50.53,60.92
Pangolin,Nomascus hainanus,1207,12.74,13.57,8,5,Medium,23.92,79.8
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,3453,15.59,31.4,1,7,Medium,52.57,60.95
Hainan Gibbon,Rafetus swinhoei,1914,22.67,51.59,6,6,Medium,28.79,39.46
Amur Leopard,Rhinoceros sondaicus,1660,14.28,87.73,2,4,High,31.08,70.63
Saola,Phocoena sinus,4285,17.35,72.88,9,9,Low,23.68,32.23
Saola,Pholidota,3201,21.16,39.49,8,7,High,36.39,38.16
Hainan Gibbon,Gorilla beringei beringei,37,15.94,67.12,9,1,Medium,17.16,63.4
Hooded Grebe,Nomascus hainanus,2760,24.83,84.51,9,8,High,28.98,50.81
Mountain Gorilla,Pholidota,2714,7.91,53.11,2,4,High,63.34,78.87
Pangolin,Nomascus hainanus,2889,22.95,46.96,2,7,Medium,21.17,66.1
Pangolin,Gorilla beringei beringei,4367,8.63,54.24,9,2,Low,76.03,50.13
Axolotl,Rhinoceros sondaicus,3735,28.45,34.92,2,3,High,41.97,45.81
Axolotl,Panthera pardus orientalis,2683,12.85,82.59,4,1,Medium,13.02,92.15
Axolotl,Pholidota,2842,24.89,73.78,2,2,High,75.73,23.17
Pangolin,Nomascus hainanus,3119,18.04,66.44,1,5,High,39.25,74.59
Mountain Gorilla,Pholidota,4302,7.28,57.13,7,2,High,46.77,50.96
Hooded Grebe,Pholidota,3606,19.56,87.56,5,6,Low,18.89,49.81
Amur Leopard,Nomascus hainanus,3705,27.8,33.82,3,6,High,30.0,71.5
Amur Leopard,Gorilla beringei beringei,1470,8.93,32.65,8,6,High,57.77,87.19
Hainan Gibbon,Gorilla beringei beringei,2931,13.03,29.37,5,3,Low,14.3,77.23
Vaquita,Podiceps gallardoi,1443,15.98,69.34,1,3,High,47.78,72.94
Javan Rhino,Podiceps gallardoi,4438,11.88,73.78,9,7,High,57.01,59.2
Mountain Gorilla,Rhinoceros sondaicus,3546,28.59,57.77,5,4,Low,5.14,57.07
Vaquita,Ambystoma mexicanum,1191,14.44,62.16,3,6,Medium,67.82,56.4
Yangtze Giant Softshell Turtle,Pholidota,3415,21.45,37.92,6,8,High,9.22,31.49
Axolotl,Pholidota,4184,10.6,13.18,8,3,Medium,23.52,64.2
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,3924,10.49,30.29,2,9,Medium,77.27,44.92
Amur Leopard,Phocoena sinus,4302,9.4,56.74,3,9,Medium,11.08,68.84
Javan Rhino,Rhinoceros sondaicus,3201,15.87,75.03,7,3,Low,66.95,62.21
Vaquita,Ambystoma mexicanum,1793,18.32,72.18,2,6,Low,53.9,94.25
Saola,Rhinoceros sondaicus,3732,5.27,24.36,5,5,High,49.88,54.36
Hooded Grebe,Phocoena sinus,4331,25.82,14.12,9,4,Medium,48.63,72.49
Javan Rhino,Gorilla beringei beringei,2652,17.82,78.04,7,8,Low,17.48,66.83
Pangolin,Pholidota,3721,8.93,16.05,3,9,Low,55.16,74.07
Javan Rhino,Ambystoma mexicanum,2970,6.68,41.46,2,9,Medium,76.37,41.09
Hainan Gibbon,Panthera pardus orientalis,4840,6.58,17.54,9,5,Low,10.78,40.32
Pangolin,Podiceps gallardoi,1589,11.44,55.12,9,5,Medium,29.93,64.21
Vaquita,Rafetus swinhoei,1629,17.48,39.07,9,3,Low,40.42,87.08
Yangtze Giant Softshell Turtle,Rhinoceros sondaicus,2976,26.51,26.2,3,9,Medium,22.42,76.88
Hooded Grebe,Nomascus hainanus,4325,27.57,57.61,1,1,Low,60.57,58.63
Hainan Gibbon,Gorilla beringei beringei,2350,25.81,39.07,9,3,Low,56.65,40.15
Javan Rhino,Pholidota,1237,13.21,23.34,7,7,Low,13.83,79.99
Amur Leopard,Rafetus swinhoei,1738,12.66,66.01,2,7,Low,47.71,93.17
Pangolin,Nomascus hainanus,3595,29.69,76.94,6,5,Medium,32.67,36.83
Vaquita,Phocoena sinus,211,22.03,31.9,9,6,High,22.13,83.13
Vaquita,Rhinoceros sondaicus,3170,12.62,24.91,8,4,High,68.62,33.62
Saola,Podiceps gallardoi,3283,13.23,16.02,6,8,Low,9.1,91.16
Yangtze Giant Softshell Turtle,Podiceps gallardoi,1723,15.87,52.23,6,4,High,40.05,70.72
Axolotl,Panthera pardus orientalis,762,20.55,76.5,8,6,Low,40.65,34.3
Hainan Gibbon,Rafetus swinhoei,124,27.45,30.06,9,5,High,47.76,22.86
Amur Leopard,Podiceps gallardoi,3990,9.96,46.85,8,6,Low,19.82,74.87
Yangtze Giant Softshell Turtle,Phocoena sinus,2828,7.11,22.86,1,3,High,70.34,67.88
Vaquita,Rafetus swinhoei,478,15.14,42.34,2,3,High,77.4,68.29
Axolotl,Rafetus swinhoei,435,11.14,11.24,6,7,Low,46.17,58.1
Javan Rhino,Podiceps gallardoi,1585,19.4,82.86,8,1,High,24.21,68.54
Vaquita,Rafetus swinhoei,1875,22.48,64.13,4,1,Low,70.76,88.98
Hainan Gibbon,Pholidota,843,12.77,36.63,4,1,High,79.11,95.21
Hooded Grebe,Panthera pardus orientalis,4116,22.14,80.5,2,6,Medium,60.64,47.22
Hooded Grebe,Podiceps gallardoi,3713,13.58,24.63,1,4,Medium,30.03,58.54
Vaquita,Pholidota,1418,20.87,16.3,9,6,Medium,22.7,41.57
Hainan Gibbon,Panthera pardus orientalis,3491,20.83,85.41,7,1,Low,16.75,52.52
Pangolin,Gorilla beringei beringei,2180,11.95,34.72,9,4,Low,22.62,82.88
Axolotl,Panthera pardus orientalis,613,20.89,84.88,2,4,Low,22.05,53.57
Mountain Gorilla,Pseudoryx nghetinhensis,222,14.52,61.01,5,2,Medium,77.56,50.94
Vaquita,Rafetus swinhoei,3911,13.41,88.4,2,1,High,53.24,87.16
Yangtze Giant Softshell Turtle,Phocoena sinus,3748,12.23,70.27,7,8,Low,17.52,20.1
Javan Rhino,Podiceps gallardoi,2764,13.64,18.44,9,6,Medium,41.6,87.32
Saola,Gorilla beringei beringei,4645,24.67,78.18,3,4,Low,18.85,34.33
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,4811,11.13,21.83,1,2,Low,50.45,41.69
Hooded Grebe,Phocoena sinus,1768,22.05,65.38,4,5,High,30.61,48.57
Saola,Rhinoceros sondaicus,4603,27.52,50.03,4,9,Low,19.67,89.57
Pangolin,Phocoena sinus,3078,13.76,66.62,6,7,Low,23.21,91.79
Pangolin,Rafetus swinhoei,791,5.74,71.2,5,4,High,55.63,72.23
Axolotl,Pholidota,4231,5.62,74.29,5,5,Low,35.6,54.72
Axolotl,Panthera pardus orientalis,3440,8.49,76.8,9,8,Low,43.49,60.77
Amur Leopard,Rhinoceros sondaicus,1536,7.75,77.78,1,5,High,66.6,65.85
Pangolin,Panthera pardus orientalis,850,23.7,43.01,8,6,Low,54.16,95.37
Hooded Grebe,Rafetus swinhoei,1351,12.37,81.14,8,6,Low,39.68,96.56
Axolotl,Podiceps gallardoi,4117,21.31,67.57,8,8,Medium,76.55,86.94
Vaquita,Gorilla beringei beringei,1510,6.06,77.12,3,5,High,21.09,66.11
Hooded Grebe,Rhinoceros sondaicus,525,12.39,89.14,8,1,Medium,26.67,50.87
Vaquita,Podiceps gallardoi,3472,10.85,19.31,2,4,High,73.36,38.19
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,3089,11.92,39.65,8,3,Low,68.99,62.22
Amur Leopard,Podiceps gallardoi,1157,9.77,74.52,8,2,Medium,14.75,47.3
Javan Rhino,Nomascus hainanus,3453,20.45,16.9,3,7,Medium,74.75,25.75
Javan Rhino,Rhinoceros sondaicus,3266,21.57,53.26,4,7,Medium,5.76,57.62
Hainan Gibbon,Podiceps gallardoi,2604,8.71,78.67,9,8,Medium,66.68,65.12
Javan Rhino,Pholidota,3666,23.53,11.52,9,5,High,25.91,68.29
Axolotl,Pholidota,1558,11.25,85.16,9,1,Low,19.15,25.83
Hooded Grebe,Pseudoryx nghetinhensis,2096,12.07,88.25,6,6,Low,38.65,58.17
Javan Rhino,Panthera pardus orientalis,3165,25.72,35.78,1,6,Medium,72.28,71.82
Saola,Ambystoma mexicanum,2360,27.53,71.34,8,8,Low,63.94,95.92
Amur Leopard,Podiceps gallardoi,988,25.62,20.17,9,2,Low,77.53,21.98
Javan Rhino,Rafetus swinhoei,2315,8.69,71.83,8,9,High,45.57,73.43
Javan Rhino,Rhinoceros sondaicus,3893,29.98,48.52,1,6,Low,43.29,24.92
Axolotl,Podiceps gallardoi,3057,21.8,78.82,6,1,Low,5.98,32.55
Pangolin,Panthera pardus orientalis,2599,17.77,27.01,9,9,Low,18.55,33.69
Mountain Gorilla,Podiceps gallardoi,2016,28.87,63.81,9,8,Low,42.32,45.98
Vaquita,Ambystoma mexicanum,2609,25.43,72.89,7,1,Medium,61.44,85.67
Axolotl,Gorilla beringei beringei,2518,22.29,26.2,7,8,High,66.7,87.64
Javan Rhino,Ambystoma mexicanum,4329,25.96,75.46,4,7,High,26.24,49.62
Axolotl,Rafetus swinhoei,2149,14.64,86.64,7,5,High,58.43,54.07
Yangtze Giant Softshell Turtle,Ambystoma mexicanum,289,22.11,59.29,5,6,Low,67.14,37.15
Axolotl,Rafetus swinhoei,1203,9.76,72.79,5,4,Medium,33.11,54.17
Vaquita,Panthera pardus orientalis,1767,29.7,52.61,1,9,High,57.17,41.71
Axolotl,Rhinoceros sondaicus,2055,19.72,57.85,2,9,Medium,37.8,33.82
Hainan Gibbon,Ambystoma mexicanum,257,25.36,11.07,9,1,High,78.92,32.52
Yangtze Giant Softshell Turtle,Pholidota,1394,15.18,51.94,2,9,Medium,5.5,81.28
Mountain Gorilla,Pseudoryx nghetinhensis,1382,23.96,56.05,2,3,Low,36.08,29.24
Pangolin,Ambystoma mexicanum,2923,14.68,63.6,9,2,Low,24.78,68.67
Hooded Grebe,Rhinoceros sondaicus,3682,19.75,23.55,3,4,High,68.73,33.23
Pangolin,Panthera pardus orientalis,54,24.45,29.31,2,4,High,26.53,86.19
Javan Rhino,Pholidota,2095,7.91,70.48,7,9,High,45.79,41.68
Vaquita,Rafetus swinhoei,4521,13.92,23.41,9,4,Low,60.52,23.55
Hainan Gibbon,Pholidota,2550,18.62,43.28,6,5,Low,42.29,55.71
Hainan Gibbon,Ambystoma mexicanum,2380,13.35,30.04,7,6,High,35.78,98.98
Axolotl,Panthera pardus orientalis,2525,12.73,53.61,3,4,High,8.19,84.24
Hooded Grebe,Rafetus swinhoei,4192,12.04,88.95,3,1,Low,6.72,65.05
Mountain Gorilla,Phocoena sinus,4333,10.69,78.16,8,2,High,76.8,34.97
Hooded Grebe,Nomascus hainanus,632,26.22,31.56,7,3,High,53.24,29.28
Amur Leopard,Podiceps gallardoi,3391,28.09,39.49,5,4,High,66.89,86.25
Hainan Gibbon,Gorilla beringei beringei,494,22.5,83.49,6,5,Low,41.03,82.23
Hainan Gibbon,Rhinoceros sondaicus,2897,5.75,81.86,9,3,Low,24.62,56.51
Javan Rhino,Rhinoceros sondaicus,34,24.66,22.84,3,1,Medium,27.09,53.29
Saola,Rhinoceros sondaicus,1824,18.3,76.34,3,8,Medium,8.26,79.15
Pangolin,Phocoena sinus,1235,23.95,33.81,6,8,Medium,64.32,62.35
Amur Leopard,Panthera pardus orientalis,1258,15.93,53.5,8,4,Medium,48.62,51.93
Axolotl,Pholidota,788,6.03,10.41,5,7,High,41.06,39.89
Yangtze Giant Softshell Turtle,Rafetus swinhoei,2852,22.04,89.89,1,4,Low,68.92,29.68
Javan Rhino,Pholidota,3710,16.1,70.89,3,3,Low,38.36,66.99
Yangtze Giant Softshell Turtle,Pholidota,1592,26.85,29.34,8,7,Medium,76.09,85.26
Yangtze Giant Softshell Turtle,Gorilla beringei beringei,4858,23.45,64.7,4,6,High,5.99,78.95
Mountain Gorilla,Rhinoceros sondaicus,1723,13.99,33.46,9,1,Low,78.85,75.01
Hainan Gibbon,Rhinoceros sondaicus,3601,23.1,17.16,6,9,Low,66.19,93.38
Hooded Grebe,Phocoena sinus,4531,17.38,44.02,4,2,High,31.62,51.17
Mountain Gorilla,Pholidota,3148,9.99,59.1,4,3,High,49.65,30.84
Saola,Gorilla beringei beringei,4765,15.5,17.18,5,5,Medium,69.85,28.05
Hooded Grebe,Nomascus hainanus,1527,10.56,51.47,7,3,Medium,41.12,95.45
Yangtze Giant Softshell Turtle,Phocoena sinus,2742,5.12,51.19,7,3,High,8.83,66.53
Yangtze Giant Softshell Turtle,Phocoena sinus,4652,11.17,60.29,7,8,Low,72.78,84.05
Hainan Gibbon,Podiceps gallardoi,2973,10.24,29.57,5,4,High,43.78,62.31
Axolotl,Nomascus hainanus,3873,5.11,11.65,9,2,High,45.89,51.48
Hooded Grebe,Rhinoceros sondaicus,3778,24.6,35.99,2,5,Low,6.03,35.82
Vaquita,Pholidota,1506,6.92,41.89,8,2,Low,12.5,87.66
Pangolin,Rhinoceros sondaicus,3737,16.23,60.86,8,8,Medium,63.3,25.02
Axolotl,Phocoena sinus,1745,15.45,84.41,3,3,High,37.62,91.12
Hooded Grebe,Rhinoceros sondaicus,1353,9.54,26.27,5,2,Medium,79.85,36.2
Pangolin,Panthera pardus orientalis,2277,29.17,64.99,8,3,High,57.18,20.75
Javan Rhino,Ambystoma mexicanum,3925,20.09,17.79,9,3,High,76.22,28.21
Hainan Gibbon,Nomascus hainanus,58,25.34,25.25,7,1,Low,25.95,89.8
Pangolin,Pholidota,2520,17.4,50.73,4,3,High,18.21,25.82
Hooded Grebe,Nomascus hainanus,3344,23.07,66.67,4,3,High,33.24,48.06
Saola,Podiceps gallardoi,3670,29.24,78.69,3,4,Low,24.86,39.78
Saola,Rhinoceros sondaicus,1756,13.71,69.51,8,8,Low,51.0,22.91
Hainan Gibbon,Rhinoceros sondaicus,505,17.61,11.23,6,9,Low,60.83,61.99
Mountain Gorilla,Pholidota,643,17.86,64.71,6,1,High,35.16,98.87
Mountain Gorilla,Pholidota,4707,29.8,75.97,9,1,Low,11.74,87.39
Saola,Panthera pardus orientalis,2827,10.83,52.04,3,6,High,6.97,33.34
Mountain Gorilla,Gorilla beringei beringei,2730,21.88,87.25,4,1,Medium,21.35,89.86
Hooded Grebe,Pseudoryx nghetinhensis,185,8.46,10.34,3,5,Low,59.94,55.69
Saola,Podiceps gallardoi,3170,28.18,75.49,3,1,Medium,21.62,41.59
Pangolin,Rhinoceros sondaicus,648,19.76,36.79,1,8,Medium,73.32,70.58
Hainan Gibbon,Pholidota,3367,26.49,62.04,6,5,Low,53.87,37.12
Javan Rhino,Pholidota,4402,27.38,65.48,9,6,Low,69.66,89.49
Pangolin,Ambystoma mexicanum,484,18.93,34.5,5,4,High,33.94,69.31
Pangolin,Podiceps gallardoi,3837,22.05,89.63,2,8,Low,78.77,30.75
Vaquita,Pseudoryx nghetinhensis,1656,22.47,18.26,4,9,Medium,55.96,65.08
Yangtze Giant Softshell Turtle,Ambystoma mexicanum,1968,16.51,22.56,6,9,Medium,31.77,60.32
Hainan Gibbon,Phocoena sinus,4130,15.87,81.38,7,1,Medium,20.94,57.24
Saola,Podiceps gallardoi,358,9.65,19.53,7,7,High,69.99,48.83
Axolotl,Podiceps gallardoi,646,14.6,40.5,4,4,High,28.86,57.46
Hooded Grebe,Phocoena sinus,3624,29.77,68.65,5,8,Low,8.33,66.29
Vaquita,Nomascus hainanus,3830,11.75,73.32,4,7,Low,25.9,77.95
Saola,Rafetus swinhoei,4332,24.06,86.37,6,1,Low,18.46,92.51
Javan Rhino,Panthera pardus orientalis,4143,6.48,73.17,7,1,Medium,28.98,23.51
Yangtze Giant Softshell Turtle,Ambystoma mexicanum,2627,16.69,77.56,2,1,Medium,50.99,64.98
Pangolin,Rafetus swinhoei,1214,6.46,85.95,3,2,Medium,42.53,79.41
Axolotl,Phocoena sinus,2171,16.89,54.3,8,2,Low,58.31,29.13
Mountain Gorilla,Pholidota,2189,5.69,37.47,7,9,Low,30.04,92.01
Axolotl,Ambystoma mexicanum,357,20.33,70.93,1,5,Medium,13.99,39.35
Hooded Grebe,Rafetus swinhoei,1213,19.66,23.08,4,1,Low,17.02,85.83
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,992,24.95,15.46,5,7,High,64.8,72.3
Yangtze Giant Softshell Turtle,Panthera pardus orientalis,741,19.58,72.83,3,2,Low,12.35,64.2
Mountain Gorilla,Pseudoryx nghetinhensis,2610,28.15,86.05,4,3,Medium,64.86,88.67
Pangolin,Pholidota,462,24.58,45.4,7,4,Low,20.95,96.57
Javan Rhino,Nomascus hainanus,4083,8.32,22.89,8,3,High,55.88,98.77
Pangolin,Podiceps gallardoi,2904,11.64,49.76,9,3,Medium,51.73,73.98
Hooded Grebe,Phocoena sinus,2244,5.66,41.47,2,9,Low,12.37,46.79
Javan Rhino,Ambystoma mexicanum,173,14.65,39.8,4,4,Low,54.94,89.1
Pangolin,Gorilla beringei beringei,1457,17.74,60.25,1,8,Low,38.56,71.69
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,3879,28.65,23.98,3,1,Low,58.04,45.54
Amur Leopard,Nomascus hainanus,111,18.06,40.44,8,6,High,67.66,93.66
Vaquita,Ambystoma mexicanum,4064,24.53,79.49,7,1,Low,7.96,79.06
Javan Rhino,Nomascus hainanus,3717,11.7,68.37,8,5,Low,53.6,55.77
Amur Leopard,Podiceps gallardoi,1462,8.83,14.45,6,7,Medium,12.87,55.9
Saola,Nomascus hainanus,4796,25.27,51.11,5,1,High,33.42,98.68
Saola,Ambystoma mexicanum,2668,11.19,17.3,9,9,Medium,5.95,49.52
Pangolin,Podiceps gallardoi,545,26.78,86.6,5,9,High,29.65,27.43
Mountain Gorilla,Panthera pardus orientalis,1710,9.25,29.57,9,6,Low,17.7,62.55
Pangolin,Rafetus swinhoei,1473,26.29,84.61,4,2,High,46.72,89.9
Mountain Gorilla,Gorilla beringei beringei,4229,24.32,76.72,5,2,Medium,43.42,66.18
Pangolin,Nomascus hainanus,4354,20.28,54.11,1,9,Low,64.5,82.65
Axolotl,Panthera pardus orientalis,1981,26.26,36.9,6,4,Medium,53.0,24.33
Hooded Grebe,Gorilla beringei beringei,1462,13.27,78.64,3,6,Medium,58.6,73.2
Vaquita,Nomascus hainanus,1603,9.15,22.22,2,2,High,11.94,26.26
Mountain Gorilla,Ambystoma mexicanum,722,8.93,24.4,6,4,Low,7.08,63.95
Hooded Grebe,Nomascus hainanus,3665,11.76,27.98,1,2,Medium,77.72,59.32
Axolotl,Gorilla beringei beringei,4352,16.16,57.82,9,3,Medium,37.03,94.7
Saola,Ambystoma mexicanum,4586,26.9,35.15,5,2,High,34.62,30.46
Pangolin,Rafetus swinhoei,4094,7.24,89.13,7,8,Medium,7.63,20.75
Hainan Gibbon,Phocoena sinus,1458,27.88,25.61,9,5,Low,13.92,30.85
Hooded Grebe,Nomascus hainanus,3658,28.14,74.45,9,5,Low,75.54,33.49
Pangolin,Pholidota,2023,23.18,17.67,7,8,High,57.11,39.82
Saola,Phocoena sinus,468,27.51,38.28,4,8,Medium,35.69,84.39
Mountain Gorilla,Pseudoryx nghetinhensis,2853,24.25,29.5,4,7,High,72.84,49.77
Hooded Grebe,Ambystoma mexicanum,602,18.21,88.15,7,5,High,49.24,86.42
Javan Rhino,Rhinoceros sondaicus,507,20.02,12.06,8,7,Medium,60.99,41.48
Pangolin,Ambystoma mexicanum,2144,20.71,67.73,7,1,Low,37.37,87.98
Hooded Grebe,Nomascus hainanus,2459,8.17,29.82,4,3,High,37.36,20.64
Yangtze Giant Softshell Turtle,Ambystoma mexicanum,4302,9.83,74.9,4,3,Low,10.13,93.83
Axolotl,Gorilla beringei beringei,2821,18.08,34.9,8,2,Low,60.05,78.94
Amur Leopard,Rafetus swinhoei,36,7.88,24.98,9,6,Medium,12.43,52.61
Mountain Gorilla,Podiceps gallardoi,3926,29.12,65.44,7,3,Medium,62.32,65.61
Vaquita,Podiceps gallardoi,1727,17.68,30.61,3,4,Low,19.31,93.71
Vaquita,Ambystoma mexicanum,2263,14.5,48.84,1,3,Low,23.55,66.02
Axolotl,Ambystoma mexicanum,3652,8.94,20.52,5,7,Low,73.84,38.06
Javan Rhino,Rafetus swinhoei,3665,15.41,67.97,6,4,High,40.37,65.26
Javan Rhino,Podiceps gallardoi,3308,12.56,42.55,9,5,Low,14.39,88.84
Hainan Gibbon,Panthera pardus orientalis,4708,7.2,21.25,5,7,High,72.88,98.01
Hainan Gibbon,Nomascus hainanus,4467,29.18,69.33,1,4,Medium,38.93,66.14
Amur Leopard,Phocoena sinus,1293,11.62,18.27,4,6,Medium,14.79,32.3
Amur Leopard,Panthera pardus orientalis,1096,22.26,55.99,2,9,Low,34.31,80.97
Hainan Gibbon,Rafetus swinhoei,2025,7.28,58.6,4,6,Medium,49.2,98.76
Axolotl,Ambystoma mexicanum,1725,27.83,84.43,7,5,Low,32.18,57.42
Saola,Nomascus hainanus,1736,19.77,22.08,9,1,High,74.32,50.31
Mountain Gorilla,Pholidota,917,21.42,62.27,3,8,Low,25.23,63.65
Yangtze Giant Softshell Turtle,Pholidota,3473,24.54,40.46,3,5,Medium,18.19,33.02
Hainan Gibbon,Pseudoryx nghetinhensis,4351,20.15,42.07,4,5,Low,21.57,96.73
Javan Rhino,Pseudoryx nghetinhensis,4452,6.77,50.15,7,3,Medium,11.28,86.23
Mountain Gorilla,Nomascus hainanus,4477,15.74,28.7,6,2,High,38.92,28.93
Saola,Rhinoceros sondaicus,818,11.55,46.89,5,1,Medium,70.88,94.66
Amur Leopard,Ambystoma mexicanum,2906,17.17,64.95,4,9,Medium,27.9,94.48
Pangolin,Gorilla beringei beringei,2180,15.11,46.57,8,5,Medium,24.38,44.99
Axolotl,Pholidota,3138,25.66,13.4,4,4,Medium,67.8,68.91
Javan Rhino,Ambystoma mexicanum,4265,11.18,30.63,3,7,Medium,27.95,28.75
Vaquita,Ambystoma mexicanum,1160,10.03,38.12,7,4,Medium,40.77,26.65
Vaquita,Rafetus swinhoei,3688,28.95,38.38,2,2,Low,7.34,59.64
Amur Leopard,Podiceps gallardoi,1344,28.74,16.48,4,9,High,26.53,23.92
Pangolin,Panthera pardus orientalis,527,29.84,45.97,8,8,Low,14.79,89.12
Javan Rhino,Pholidota,1298,19.21,65.36,4,4,High,12.94,93.32
Axolotl,Pseudoryx nghetinhensis,755,7.83,13.89,7,8,Low,37.36,25.32
Amur Leopard,Ambystoma mexicanum,4525,27.0,70.07,2,9,High,25.8,23.74
Saola,Phocoena sinus,3977,8.63,86.41,5,2,High,17.48,37.49
Vaquita,Panthera pardus orientalis,4245,8.89,10.75,4,4,Low,43.36,93.47
Hooded Grebe,Podiceps gallardoi,4812,9.83,25.5,9,6,Low,63.8,80.75
Yangtze Giant Softshell Turtle,Pseudoryx nghetinhensis,707,21.34,53.48,7,7,High,60.11,73.44
Mountain Gorilla,Rafetus swinhoei,3044,7.68,27.44,9,5,Medium,23.81,81.33
Hainan Gibbon,Pholidota,484,24.46,71.17,7,7,High,24.74,35.76
Saola,Nomascus hainanus,3986,6.46,34.97,2,4,Medium,59.89,40.27
Axolotl,Phocoena sinus,520,7.76,33.49,2,8,High,46.79,45.09
Hooded Grebe,Pholidota,547,15.86,10.07,2,3,Medium,60.68,67.8
Axolotl,Gorilla beringei beringei,2270,14.48,31.61,5,3,Low,5.1,68.05
Vaquita,Podiceps gallardoi,2954,29.74,27.41,1,5,Low,11.54,36.48
Saola,Podiceps gallardoi,3884,29.17,37.46,7,6,Medium,65.15,54.5
Amur Leopard,Pholidota,1376,9.74,21.81,2,3,Medium,68.83,74.51
Vaquita,Podiceps gallardoi,1071,28.67,57.57,4,2,Medium,30.76,44.46
Javan Rhino,Nomascus hainanus,4338,22.31,29.1,9,5,Medium,76.88,25.96
Javan Rhino,Rafetus swinhoei,2317,15.22,76.54,8,6,Low,27.62,35.59
Yangtze Giant Softshell Turtle,Nomascus hainanus,317,23.49,32.76,2,3,High,71.77,33.01
Mountain Gorilla,Gorilla beringei beringei,4508,27.5,26.87,4,7,Low,36.63,69.92
Pangolin,Rafetus swinhoei,1006,9.5,14.54,4,3,High,47.14,25.42
Hainan Gibbon,Rhinoceros sondaicus,1294,9.9,69.19,2,2,Low,53.25,89.9
Amur Leopard,Pseudoryx nghetinhensis,4855,15.22,50.66,2,4,Medium,14.98,26.67
Hooded Grebe,Pholidota,1139,9.23,19.1,5,3,Low,7.78,67.23
Hainan Gibbon,Rafetus swinhoei,313,14.01,27.71,4,7,Low,37.01,93.43
Yangtze Giant Softshell Turtle,Rafetus swinhoei,3901,21.14,89.9,8,8,Medium,17.03,24.93
Saola,Gorilla beringei beringei,864,25.32,74.48,4,3,Medium,46.17,50.27
Pangolin,Nomascus hainanus,1755,12.55,37.99,8,6,Low,39.02,45.91
Axolotl,Gorilla beringei beringei,827,12.04,53.4,5,1,Low,14.16,47.19
Mountain Gorilla,Nomascus hainanus,3659,24.49,43.28,1,5,High,54.93,67.42
Hainan Gibbon,Rafetus swinhoei,982,14.53,12.91,9,2,High,6.54,40.71
Hainan Gibbon,Podiceps gallardoi,4143,25.46,72.29,8,1,Low,14.48,22.16
Mountain Gorilla,Podiceps gallardoi,1188,29.83,67.36,1,7,High,57.51,96.02
Hainan Gibbon,Nomascus hainanus,114,29.49,42.7,3,4,Medium,44.59,79.15
Hooded Grebe,Panthera pardus orientalis,264,21.57,77.67,3,5,Low,26.14,30.68
Pangolin,Panthera pardus orientalis,2545,14.38,52.78,5,2,Low,18.52,55.96
Vaquita,Rhinoceros sondaicus,600,6.64,15.22,7,8,High,53.17,24.96
Saola,Phocoena sinus,534,23.45,30.75,1,3,Low,20.42,22.2
